Id,SalePrice
2658,145225.47897751766
2718,130212.82216966579
2414,191368.0714130237
1989,99890.30822805378
625,151798.49283065423
333,91643.90887747632
1327,99119.03431790939
858,153771.6164955162
95,162173.2373448276
1568,163633.86235397976
2482,158940.48445801833
1364,123302.6502357493
2584,141884.41364014923
818,323051.04663093283
2673,141661.89069928642
2089,122897.27056671113
1297,168945.44681467378
790,114134.30931506964
2616,199487.00011277312
720,207667.52550481123
222,145883.4061091061
557,124261.65569765423
1148,183103.21702934077
2766,213208.74841040382
534,210300.90118298988
1452,123123.26784547445
630,122906.86843408103
2648,132728.21999724535
125,158598.26424236037
1904,52656.68834569828
1670,114028.94309950226
756,100832.66990808898
717,184126.29575577017
1032,164312.84464634533
852,205096.6340563849
1731,162184.8028974565
2639,116474.24583238541
2071,93967.41436933505
1267,100023.4400626161
1851,183562.98656137817
567,168649.63572896263
2439,217381.49382307447
1898,144956.27973030013
647,195847.21233910334
2256,229741.10011360171
979,99371.49159585268
1444,205906.67251967586
2485,130241.77977453162
157,130698.02048941294
88,133371.97246979098
2003,114852.24969426672
186,207814.94528375348
1425,241122.87424835673
2695,130725.95025704747
738,127944.57499610192
395,136223.05561197552
1353,175826.41504567658
1878,131307.86678626735
390,147261.7024870562
1456,235146.4481737643
1103,299597.7915081532
1387,118146.94012534739
2070,159850.24004573032
1199,167502.48254479608
2479,169381.26959922805
501,283479.4299719947
2362,104917.3036909791
1718,189612.427485539
2188,91806.73887998943
1483,147155.4606717991
2557,75129.18144828171
437,417842.2282709763
2224,206992.12028428505
1628,158019.88856913452
397,127199.80695580078
587,197111.95762393458
2182,629720.9780496318
971,167364.06028021587
2611,150710.62105544584
1887,97024.90590006956
2399,305928.5536498944
2148,210081.13160975324
304,117004.22212926096
1997,144462.76999765675
2817,114010.02447056076
1431,195740.20038761533
427,315571.32331371424
263,122483.11253071188
598,166476.90175550588
2895,246724.1242077267
687,144565.97300169204
1822,138068.02893722238
2191,116198.2506230805
179,123244.06192184042
1009,190547.84416254488
2010,128096.71559945567
1991,152285.5992880332
1411,143041.54116277507
1721,214864.3015668083
1144,183549.21842623237
593,227937.26360557342
575,326011.5661066876
1249,177744.49802773906
1604,136714.1368549791
1064,485937.823364208
1923,184185.19880020982
1988,95678.53319162884
2325,167524.95833021108
114,171965.10261142487
2700,158184.82137408154
217,154075.31258830466
343,169155.42058579548
386,240017.31231993562
2005,125265.38745875063
2908,131766.8794402791
1814,248138.98856803725
2446,574620.3863536647
208,145322.20190111102
1679,108232.71126657023
822,338305.08942906966
6,210575.30032770438
1781,448463.7953216008
2397,287969.04696827556
2340,314584.1879476555
1618,180017.43593405813
2843,88803.42233292309
1061,415094.03583026683
2786,127549.31314932389
1935,137694.3875376044
1341,152874.96450448735
521,272062.5533279935
2136,128520.28037735439
996,193953.36151052942
227,156269.12413754675
135,190873.64548705603
1167,161425.98055996923
294,236180.64704319558
1776,203289.2641732888
540,170567.29437388413
1717,190666.08763250633
2303,121285.73173607589
116,203452.44829451438
127,122247.05640823452
1371,136045.22658271366
1014,180885.39601100207
1507,101720.01861990854
702,117855.0916598148
750,140651.24705912583
261,153719.01289905002
1559,83691.67863015912
577,223285.46252964603
2812,194554.37701527405
2080,173737.09257755787
1368,110423.23167282851
2376,138288.53899499515
659,100260.98659446335
1235,126920.50406731493
332,71610.54817445432
1917,132886.01101732787
2094,239574.95713815777
1460,254715.05176323018
1471,205383.4351258127
1509,125966.18555803999
1922,146682.14493966804
433,480543.01068807836
460,261053.4346365288
1116,231560.39941390717
1137,170111.41670800812
53,137847.24029060712
2354,258542.4605728419
1475,191011.6242838925
1761,496159.88841680397
842,155734.14006938267
2739,173334.34284283838
2509,150132.26441268512
1007,193528.25225105847
2610,197269.24915967564
1952,110010.61759947886
2719,165640.0912749626
2921,96894.8714532514
1966,137126.11458809732
292,101763.95071135821
1204,204007.95438820482
1829,258764.77587181635
2419,172371.16061516924
391,151068.70474440392
798,113246.29426790764
481,189098.2763691543
193,210318.58561824632
555,118475.89265375509
899,51519.549184235715
2357,175915.91594696708
328,128385.31810232333
1356,121354.78039404331
1154,124781.58610753664
1730,175892.5297732028
2249,135036.40293413974
1119,267885.61244719534
