Id,SalePrice
2658,152438.11125992017
2718,171558.93689761966
2414,218253.60318080467
1989,115590.80727161585
625,176683.02076400956
333,94053.28598410603
1327,107409.92763314502
858,149651.3427879627
95,180674.0156050535
1568,159596.5441055407
2482,158779.54343529494
1364,111277.47636485164
2584,144776.00956194688
818,269959.85741389653
2673,171871.70778107227
2089,109319.75071219544
1297,161057.04686938506
790,107142.9548289724
2616,198247.26988531297
720,239979.2472043719
222,145752.9840767882
557,124982.52515111762
1148,195523.32856227967
2766,175066.5275384983
534,193477.44973143662
1452,109156.65768930517
630,124219.3976987208
2648,118709.95935512322
125,153294.05383555073
1904,53072.75809631572
1670,112409.84035645713
756,84683.19847697903
717,243497.17370506332
1032,172163.76069327135
852,214739.83143240842
1731,178643.41989249052
2639,126321.91141719148
2071,81017.56493190625
1267,110544.84712117146
1851,185460.536778704
567,146295.14586093777
2439,215223.3530930531
1898,145940.34856063657
647,180885.00130366193
2256,226149.52103840487
979,100384.42971291697
1444,228433.66240653038
2485,108701.90889500709
157,116353.87224375491
88,120214.58145147533
2003,108687.36516311916
186,220291.77945357555
1425,249556.0551552437
2695,126845.95592195104
738,93891.08025910733
395,153084.15567733994
1353,161641.80104792118
1878,141265.00491024056
390,160845.43327133707
1456,242373.9254913087
1103,331899.17769589915
1387,131154.71638501924
2070,150411.83448259003
1199,190580.83286790096
2479,175514.07112176306
501,301626.4895341585
2362,90794.68306067944
1718,201898.12949449348
2188,102344.07389079152
1483,153087.01257630275
2557,65732.14585295612
437,360565.42343204975
2224,218765.1415342189
1628,179107.86736887944
397,143187.40433032427
587,210379.01625433067
2182,678415.5585782691
971,142580.88193883645
2611,147888.7102800925
1887,73895.33304695234
2399,380569.36917775456
2148,203144.50300004127
304,104796.3578065664
1997,129021.43675487116
2817,122708.91185425068
1431,189691.78746427436
427,328051.93102163094
263,108469.99333501102
598,188285.19819752718
2895,265581.68315302767
687,129436.51275343806
1822,130986.51425711143
2191,123514.52536492972
179,120334.61775186376
1009,214431.16118011967
2010,122549.18682075021
1991,143283.7117513512
1411,180856.9294854331
1721,227707.94676059892
1144,192983.62953947257
593,241280.8769442865
575,335425.2806785974
1249,173759.6282881354
1604,106763.99347180001
1064,509713.4790425837
1923,164583.06693680532
1988,106893.7663533761
2325,171385.50559752004
114,212197.61196684118
2700,181948.65465530168
217,148338.40438455687
343,179611.44605087105
386,238218.5726445717
2005,124883.03092097711
2908,144685.70678417385
1814,247560.28224477032
2446,550824.9660292153
208,154462.90426983155
1679,98431.4066668001
822,349338.698773026
6,194184.46246387312
1781,442696.7020180768
2397,286741.2014160927
2340,321236.56835159974
1618,168524.45783291178
2843,140134.9916227505
1061,380245.920378488
2786,119553.67842669014
1935,136074.4902212419
1341,113951.10089540524
521,290871.1287681425
2136,122642.95272886737
996,186968.55520855085
227,136160.13405978805
135,183991.24362770934
1167,149415.1174973307
294,231807.36402539216
1776,201159.82896817484
540,182345.3192982345
1717,198563.9189769387
2303,134397.3305887173
116,189603.46302756626
127,124030.3068852911
1371,128991.96324857295
1014,171601.74122479826
1507,85264.51063626744
702,147293.00885630015
750,142726.53529960278
261,164187.17471027334
1559,72950.17253155501
577,231925.98949783307
2812,208227.26577004392
2080,166523.83657819947
1368,102608.48371965588
2376,114319.25177385344
659,114610.80793225119
1235,135846.89646704454
332,68370.26606319082
1917,147174.60385549735
2094,258532.723161151
1460,280331.92691314116
1471,214113.51863413898
1509,120914.65046736394
1922,130267.60273086035
433,498040.55969038233
460,287552.8348867603
1116,245512.09874594997
