Id,SalePrice
2658,122231.92040566096
2718,174214.02157201563
2414,222753.05570589215
1989,123319.04696180468
625,202375.1084692297
333,79282.10376663362
1327,98630.34890213187
858,141186.6159875084
95,174555.09856711573
1568,167124.417426976
2482,168165.08393484098
1364,123192.85975903168
2584,147302.90580011532
818,281313.4169477201
2673,155909.9702842385
2089,136286.3519018218
1297,149726.32543106927
790,111021.9983428891
2616,212963.55443683665
720,208688.37708424692
222,162864.65841953026
557,133951.56689336651
1148,206965.34767965577
2766,160841.3442959565
534,195818.60034027704
1452,106580.66402460517
630,134450.86303671903
2648,140478.63299767365
125,161264.6590235412
1904,31509.917055749655
1670,98729.14773533896
756,94705.85188525212
717,243058.65910480917
1032,169331.4048624848
852,234872.11189601172
1731,178047.42674777476
2639,122027.65175842808
2071,72156.5613287435
1267,136513.92818049068
1851,196741.05781479055
567,160708.12367375832
2439,227849.38924978877
1898,161260.25434615512
647,176404.9702429665
2256,236738.56337652646
979,96433.64411199701
1444,231688.10446555942
2485,125933.63699378047
157,132890.81170252716
88,123130.24143003112
2003,107535.65283547259
186,209996.06623049604
1425,254264.04954663853
2695,128992.71151213313
738,113381.40590487777
395,162082.92276716803
1353,158338.93046502842
1878,151475.47450696447
390,158368.8277928316
1456,246314.4486269924
1103,302020.0992407411
1387,115509.96566185862
2070,160217.32758087947
1199,164863.78164529806
2479,189521.4970011506
501,306936.5225815359
2362,86761.57054976857
1718,212691.03448117542
2188,97264.93564524585
1483,174481.4856488747
2557,83274.20169187049
437,323316.7453962461
2224,201632.30794298384
1628,198553.3525461469
397,144769.70472275818
587,199129.01762309772
2182,493044.51256069186
971,149446.7684491087
2611,146387.1418924714
1887,73681.85739721164
2399,345644.7571953961
2148,222164.6333779085
304,118455.38034837981
1997,144163.50878466273
2817,130534.78640468082
1431,195991.53654128686
427,324712.46641918505
263,119930.36396013564
598,179244.6812400072
2895,248574.62109257164
687,138900.61342585547
1822,137715.53123886933
2191,106349.69016030144
179,110200.45198792098
1009,213444.08701038192
2010,118975.99040920229
1991,144336.5402966052
1411,205950.0184646471
1721,222792.21933423696
1144,205995.5141356761
593,222311.6213409149
575,316463.3981397896
1249,175472.80550217367
1604,119146.75207598865
1064,355937.3379058592
1923,159188.35741003853
1988,109839.0947996521
2325,187110.2204259521
114,196252.87956030422
2700,163528.48317246686
217,131036.87676062935
343,198819.96336715794
386,229676.71526632976
2005,120916.5786352462
2908,130219.3045461946
1814,240531.9148276888
2446,418692.0929686379
208,161461.29546531098
1679,114937.9308777173
822,328208.4664145751
6,202495.37297686873
1781,364190.75407320214
2397,291607.5336607498
2340,275873.06764256983
1618,157811.43486720492
2843,147360.73756104885
1061,335388.9846300504
2786,115749.8762862797
1935,138015.67965596775
1341,123862.85341331686
521,265472.666972346
2136,139438.21207688673
996,198025.27070372185
227,148828.88229626513
135,163258.5100786092
1167,157275.49835685006
294,224118.35613386397
1776,200004.06496528524
540,190664.06752656304
1717,211114.95870051932
2303,130403.88452640813
116,189480.66483093344
127,138346.96098538043
1371,124364.95592290646
1014,156416.3083539788
1507,99548.41922530427
702,148638.84944117698
750,148798.4258637011
261,145229.49218047012
1559,66536.67672850609
577,214772.5029774491
2812,205805.18831229836
2080,155273.32444569113
1368,117184.25110505334
2376,122990.59694842245
659,132793.54733492486
1235,129891.36036856753
332,70393.30690120989
1917,146967.1870471878
2094,261705.23587807012
1460,272061.0505317979
1471,226505.20742069767
1509,113565.01343685992
1922,126303.02314511978
433,408952.042527914
460,271418.7683310553
1116,244330.2896843429
1137,178479.10183313448
53,180925.7328277677
2354,259029.3016629549
1475,200191.95268598205
1761,341858.08393502934
842,139670.99643871427
2739,184702.1849473962
2509,161444.60840905792
1007,214801.04721807915
2610,190783.02716850056
1952,96074.44049638929
2719,170648.75651595523
2921,80120.92244300172
1966,135258.33762428595
292,129636.07115220546
1204,203412.77139305705
1829,255540.12599547955
2419,202350.89188897662
391,169256.65887574173
798,104545.359916553
481,226647.0418254767
193,188952.40022097895
555,121802.50234656091
899,52242.27213494318
2357,198151.3511141923
328,134868.65789406036
1356,114284.85881295153
1154,94465.45669637482
1730,205956.0546928732
2249,167722.91023773112
1119,277121.21546817326
2856,134107.51373276228
1394,121934.33552929487
2587,130371.56029887946
61,297383.0711008293
2661,173740.88075083707
2711,104473.90362149716
1147,201442.39655582944
757,131374.3388931101
2623,75175.46139866373
2378,146311.80131655012
1413,150643.978113394
1722,215811.54865277518
1112,238925.8621481667
1623,199713.29371998712
1201,209658.0384076511
1513,116338.00000449926
957,353060.0581362058
1171,256427.6480605728
1145,204836.06188349985
2726,221427.90664130624
703,145079.48057813986
760,119307.02276359955
1964,144546.75582985795
2512,191741.52111634414
159,130968.852368692
1281,181010.40805806167
468,202758.04415011642
290,135678.46812322462
665,117240.73952808806
1463,250472.8750951296
1792,221547.04751283472
923,140779.63980425827
500,278058.1081772931
1408,158789.10317761626
331,74375.45567222734
170,156070.2546864965
2192,94084.91402221557
2571,202845.63364720292
2314,178689.01302255288
2647,91238.71856179748
422,389131.8858081813
2457,330864.228028465
1838,201312.58060448314
2805,244653.89351585048
1645,157120.89457055464
1711,291721.03474106814
2825,255808.08066892764
322,317183.82701193815
2103,262299.02777853917
342,109992.70891941074
600,135745.99310260834
488,185810.74715272125
1725,287886.5406650585
2246,267249.1877147386
2847,149648.26363508106
806,239914.77109990222
530,237167.18363211915
963,201003.40520582662
2678,110394.90075183786
171,98614.0078064558
2401,385009.3086285504
805,239086.98452767584
2259,270059.82590886205
1748,217723.68418365752
1361,127743.3768958268
1677,117059.79433383301
1406,176721.44566949838
2322,245159.20401022868
688,156047.3171713947
143,134759.45503161906
804,230076.8001022133
1214,161872.7429124236
2828,140862.10702617484
1999,184149.41155108425
2467,193662.91598524415
2665,171467.3515936609
1538,319181.6320766184
398,121235.91312964034
2822,142535.4255500309
2157,165136.1043418217
1856,192941.18610391527
1269,95898.09623300709
2570,110145.3254337734
2320,245506.99573210563
1517,120251.30838391461
2304,108283.61015135997
1312,99794.72745708516
2012,138108.5758417395
506,241777.18249571757
2865,195662.34111192616
2367,106372.76817150024
554,92933.66127842363
238,130948.697819873
1954,104219.03347146927
2488,135903.60652901133
2291,78825.90135702353
1969,95305.92094568492
