Id,SalePrice
2658,148276.96672020465
2718,158768.8168791785
2414,219663.36245978344
1989,121090.996782061
625,182400.77391707883
333,70948.312390529
1327,90845.14912622754
858,139552.0628088446
95,178816.63651663036
1568,154038.59862012445
2482,170971.94321449668
1364,111388.49736028371
2584,152640.7303737257
818,244484.36710793615
2673,180042.56395227613
2089,116581.81580165532
1297,156239.3637860759
790,110713.34296427824
2616,198475.15545845748
720,239206.63761282258
222,141344.1549583951
557,125040.00307922781
1148,208786.7475199296
2766,182969.61892618766
534,194006.66140300882
1452,100955.30404664006
630,123793.26373589635
2648,146334.96007521552
125,162556.2807783356
1904,29970.297311294504
1670,101358.94441258017
756,72732.77259006718
717,271318.5769510311
1032,168953.5369438413
852,220906.23071816372
1731,175457.72850346752
2639,124732.95395059875
2071,72860.55458142416
1267,114224.50480048833
1851,190603.78604476317
567,150274.38746092515
2439,221763.323711332
1898,150310.8981910095
647,182499.64782407344
2256,232993.1614575483
979,84618.48006296692
1444,235730.25041145034
2485,109750.3766834352
157,107479.1642788574
88,118899.23347892208
2003,115513.01721633368
186,217956.73005911623
1425,248344.45193897185
2695,126077.98101896801
738,101789.02694456732
395,152282.1090494166
1353,162327.0791799618
1878,148431.43259940966
390,161175.4236417795
1456,251527.40222393157
1103,339899.04734515806
1387,148282.94536311182
2070,152144.5397307172
1199,183332.84612701938
2479,187273.73627058798
501,309040.5642598272
2362,86353.85326184426
1718,217500.4184967957
2188,72077.22457246215
1483,162448.557226885
2557,65338.231697131414
437,360945.8281480898
2224,222118.4938494275
1628,185308.2477916945
397,139296.32198524545
587,227356.1710231138
2182,656388.641009318
971,162556.68890115383
2611,148470.7784056089
1887,80964.95558317
2399,379647.4659664008
2148,210218.54190301633
304,117310.12289610284
1997,131739.32097991282
2817,119136.75999881174
1431,195663.11906546835
427,349889.13053817314
263,106149.30209709294
598,200344.95750488274
2895,269308.74748059304
687,125152.73241327598
1822,126438.56789981063
2191,113252.27395593142
179,109958.13438417998
1009,209093.7451751181
2010,109963.96337054344
1991,148914.77639050013
1411,180437.46176590116
1721,215481.28622499498
1144,205067.83291597167
593,230023.67627290066
575,341022.02593850973
1249,184822.35269195592
1604,103123.90253986005
1064,457102.65711960685
1923,163808.40643436823
1988,108206.31214598534
2325,174253.69830464173
114,221283.96400688184
2700,173013.65082428107
217,129280.86926803071
343,190656.96524241555
386,227162.04658534314
2005,123768.22370318955
2908,149024.11209889624
1814,256229.33047332955
2446,523003.59341170825
208,138818.1685564668
1679,97635.44639713762
822,341719.29457612126
6,197295.18816179052
1781,414956.90109005186
2397,295124.84470325534
2340,297406.491123791
1618,163613.50061624174
2843,131285.1727903067
1061,369593.3878211214
2786,113195.46199094749
1935,134485.47676086804
1341,108251.47552059693
521,269114.1013317881
2136,124747.20260316104
996,184426.9269482887
227,128474.36411703416
135,186193.5939788863
1167,146559.24117480646
294,238200.62532843935
1776,201618.20990318997
540,188605.68544489567
1717,214662.535108523
2303,130235.64308253069
116,192531.61966571852
127,128649.8727124061
1371,129898.7529798729
1014,189209.42062641203
1507,98896.17741272728
702,137927.28717936884
750,159989.57243591058
261,161296.28449124913
1559,63942.860339562525
577,248842.8809367503
2812,213898.4755497935
2080,173630.39872654414
1368,108824.47666399187
2376,112117.34027406308
659,123903.05618361311
1235,134133.82856643328
332,58399.76969097491
1917,148382.52036432415
2094,271013.52631707536
1460,278918.35975278163
1471,223642.29144672037
1509,116871.88633435979
1922,124547.33452230773
433,459507.97332204063
460,272175.62162307807
1116,238286.39261926682
1137,182546.9345327727
53,163291.84990844014
2354,273168.4031985184
1475,196970.81321738532
1761,506546.2796249045
842,120171.06969125969
2739,192230.65403761045
2509,147931.4674389562
1007,214892.01371075338
2610,197362.88268009375
1952,78195.43930212114
2719,159088.6547398971
2921,67886.17570982222
1966,133256.46786395612
292,125710.84016484427
1204,206518.72360927393
1829,271590.7713723985
2419,194213.41778265825
391,156153.35933638833
798,116555.30163084512
481,212819.97938608914
193,214583.3106036167
555,108444.0510421927
899,50530.71828598724
2357,178957.89453571886
328,112580.16621197789
1356,97485.66960854268
1154,83818.57670697579
1730,189369.17914973255
2249,150009.55141474603
1119,278852.68539225793
2856,140368.58026315534
1394,136691.25804373913
2587,125118.17103544113
61,311768.38266188087
2661,174116.89341428777
2711,128063.87447787968
1147,205564.27260095824
757,125794.69559729131
2623,70820.4969100086
2378,129837.30500435948
1413,163458.44795824142
1722,206420.32822567242
1112,233535.218440008
1623,192347.8127673933
1201,210871.22132547837
1513,105269.21248647946
957,768767.2595454579
1171,263806.5587918756
1145,208582.81473402464
2726,266738.5250971888
703,130539.2192966573
760,125369.37702821795
1964,131830.58337869216
2512,182685.85675957394
159,144946.84560143846
1281,175615.50966268434
468,192535.4379376989
290,112198.02555321547
665,114703.72763435564
1463,264994.62279874994
1792,224051.7837096653
923,153223.41716446672
500,291865.00028640113
1408,191141.38593868967
331,67797.46964313043
170,131385.9160233566
2192,85675.68361906172
2571,335640.6461999994
2314,177538.42712483119
2647,90396.96279775118
422,410110.7416658122
2457,397074.3250045668
1838,184765.62184113186
2805,260525.8808200932
1645,151400.79617303834
1711,297929.21209698543
2825,267499.99619606556
322,329404.1801808947
2103,260461.6055915009
342,134743.19660127323
600,111918.78845528752
488,173974.07338282757
1725,308440.8990681873
2246,275250.5305811651
2847,146610.9529677361
806,253910.51505205221
530,236337.20708731213
963,204258.8645694055
2678,99018.82939728559
171,96246.90488404586
2401,430740.8134653818
805,233089.74216864508
2259,271898.371215606
1748,195964.44841511842
1361,143502.9412665713
1677,112335.96900403028
1406,149072.68649646972
2322,270425.2729935071
688,157923.04691780126
143,143438.05282010854
804,222972.29233762168
1214,169322.15090161594
2828,133773.9879851602
1999,201732.7125587454
2467,185782.69529958643
2665,164231.95903711193
1538,342220.3733914798
398,105575.55407455991
2822,160351.0267196782
2157,159603.58838229816
1856,216718.21098772177
1269,84010.40751619585
2570,123269.33343790041
2320,245048.14362797257
1517,136957.78292609297
2304,117198.55420628894
1312,86585.0611849954
2012,115694.14831134125
506,287325.0677162889
2865,232278.39040000702
2367,108504.40739355967
554,89937.43997451413
238,141234.14789178802
1954,96939.77344664463
2488,127548.87867785161
2291,52650.12529358582
1969,84040.19296478142
2725,184423.65143665505
1482,162448.557226885
2763,215719.10100910364
503,270112.78637223836
1584,260738.50154073842
1531,130025.94827557055
2210,175667.3782045236
459,325304.5179152831
556,124423.84351041113
1347,139606.6368158953
1290,45422.620513286616
1388,92288.53583573744
1571,593798.0157140503
2754,193620.0322871631
765,128254.10804793306
2494,128268.17663713987
2870,235586.99940418242
7,211935.69118869398
1114,266810.5502206506
2418,278622.8227303198
291,123907.6152519274
18,338495.1943904407
39,362490.8745158074
1001,257485.8774696689
2442,239676.0013376508
616,113290.88485376589
2680,60591.051195986816
1414,115291.92047500584
289,138717.8586981624
40,248949.83192862524
860,125653.65111378478
409,141186.55590025138
673,159250.06167278663
2427,165260.0757711739
2036,212355.4471507473
2564,143238.995282365
642,164563.0972117201
1008,202687.5507692261
1908,160958.30110849094
2519,198712.2543875551
1369,93478.99245917494
2855,161176.86522322972
712,94027.42101806938
1943,132864.26773948173
1958,149505.62911164892
107,169332.5062220816
2295,263673.06767975516
704,108568.84041967202
676,142771.04029818447
259,187207.31102283802
93,293628.6257203509
106,238413.1886446441
2315,173560.45545104943
1050,98848.681592134
1095,229424.12669590904
2709,155533.67620852255
758,152745.32796714574
1496,146708.4382691109
2370,118659.757464261
2458,292035.88227755966
2733,144256.25406322672
161,291564.76153024565
726,153701.96015448793
845,217190.26138247392
947,261197.89131672622
2232,117776.42315338078
2563,138761.54958237804
2299,202647.1077143528
211,86258.23840492978
605,161930.6770674079
1478,204730.21267652194
2247,275708.0864991541
2274,262868.6036844863
2869,241086.31110114278
967,223547.53625813106
2656,102436.71645608541
667,213017.40323377273
1042,115942.17417095992
2023,174053.93632537985
2447,380976.56902364985
2055,107712.93806036844
2275,277343.40246925014
2204,174555.2707230386
1563,260068.30546509885
483,221294.03160216185
796,145000.6269603574
1526,159204.3736333757
2042,126207.13127175065
442,350038.53935307055
1693,314445.56300020043
1468,227830.80499912126
1430,184702.91278254765
2605,187733.24853843325
1529,192572.00709891273
335,183096.8085042787
1287,119144.18810547423
31,92262.25228236493
1785,316252.1177669689
82,158150.1711169358
2620,163699.87043243513
252,178877.00133078216
721,48764.9564177664
2165,182425.72734198815
2316,183827.90821195004
775,122748.10412832076
1558,112366.93315837372
17,226309.3342586344
1022,274562.36179299164
925,116228.37036541919
438,272953.6933986709
1270,136290.70965374322
1272,110663.14884434603
215,143879.68535865893
266,240218.15777052304
2402,286193.817960531
1250,138587.48833867593
1984,118050.23946178154
1279,135037.6640711294
377,274619.17945610895
1252,111286.83503205261
2156,292412.013265379
499,335386.4087529517
1374,139712.7282554161
2898,260260.40655259037
401,112441.05023399892
2721,171622.10482289075
2078,253578.98919631477
2589,135253.76012244952
1946,273739.94978322927
1334,114055.62068516508
2781,242899.37714860088
431,390796.1949624852
576,208149.6791337294
1474,226552.28364346863
2254,140396.56892216654
2155,291168.56303676905
885,95226.031264086
643,130090.56614489167
1944,118109.31391800937
480,206043.50598175498
2845,111884.92872145743
2387,308612.6336511407
2407,198255.08025332715
2527,189231.02517967197
2514,151001.03008308023
629,165028.95648722182
80,226427.34743409825
1876,139083.33782163344
1546,96528.09145629118
2518,195717.023945753
2347,177436.49830488575
783,256695.4751016687
1322,43982.473658471165
194,80544.1397705212
1770,314780.2235992156
2143,126935.4615554797
1229,216815.18919783464
511,290813.2191867018
46,217981.40593767044
1348,145856.7986091287
2465,190145.89654347533
387,237218.9552450379
873,234390.2278237635
1918,114971.51902744459
2764,254425.0656228962
2184,104363.51889742029
934,143908.2732160971
1920,125329.9141257616
2631,148774.1367655443
1768,553164.963252402
2040,103127.23871098636
1749,223612.09740085463
834,257865.31083457076
1457,250779.90468126588
79,110508.34878669359
2302,112439.1700966775
1817,154457.50448488566
2755,241614.94962948113
359,177468.1406467577
2059,94406.66460005265
2092,275548.9683414356
2516,219457.13014871354
150,104732.32368649525
1656,159848.64838195365
83,98978.95421239635
2411,187850.91985639348
795,56855.79825304088
2312,240288.9315590678
2917,110864.47863561896
1624,191686.9453208177
2215,270754.57246365835
1211,158930.3099837234
1485,169787.05688523405
1024,203789.5221400662
570,216955.8174571906
2874,136710.18551759564
700,138793.47814023567
2756,212720.76055456785
2022,176994.71085144466
583,239554.28657418405
2392,351669.83351090446
2424,187814.39889621595
212,122046.03816960979
736,107409.03213627965
1610,172661.38611284236
